name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pLDDT,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,LIpLDDT,cLIpLDDT_i,cLIpLDDT_j,cLIpLDDT,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j,structure_file
HSF1_HUMAN___NUCL_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1614,0.0000,0.0000,0.0,0.0,0.1700,34.8,45.8,41.1,0.240,0,0,0,0,,,,,,,529,710,,,,,HSF1_HUMAN___NUCL_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___NUCL_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2123,0.0000,0.0000,0.0,0.0,0.1600,33.7,47.3,41.5,0.260,0,0,0,0,,,,,,,529,710,,,,,HSF1_HUMAN___NUCL_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___NUCL_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1558,0.0000,0.0000,0.0,0.0,0.1600,37.2,46.6,42.6,0.230,0,0,0,0,,,,,,,529,710,,,,,HSF1_HUMAN___NUCL_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___NUCL_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1437,0.0000,0.0000,0.0,0.0,0.1600,37.7,46.7,42.9,0.230,0,0,0,0,,,,,,,529,710,,,,,HSF1_HUMAN___NUCL_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___NUCL_HUMAN,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1646,0.0000,0.0000,0.0,0.0,0.1600,36.5,45.0,41.4,0.230,0,0,0,0,,,,,,,529,710,,,,,HSF1_HUMAN___NUCL_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___THOC2_HUMAN,1,4,A,B,0.0000,0.0,0.0,0.0000,0.4576,0.0000,0.0000,0.0,0.0,0.2700,30.2,69.3,59.6,0.560,0,0,0,0,,,,,,,529,1593,,,,,HSF1_HUMAN___THOC2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___THOC2_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3778,0.0000,0.0000,0.0,0.0,0.2300,31.3,69.9,60.3,0.550,0,0,0,0,,,,,,,529,1593,,,,,HSF1_HUMAN___THOC2_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___THOC2_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.4009,0.0000,0.0000,0.0,0.0,0.2300,30.2,70.2,60.2,0.560,0,0,0,0,,,,,,,529,1593,,,,,HSF1_HUMAN___THOC2_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___THOC2_HUMAN,4,1,A,B,0.0000,0.0,0.0,0.0000,0.4514,0.0000,0.0000,0.0,0.0,0.2300,31.2,69.3,59.8,0.540,0,0,0,0,,,,,,,529,1593,,,,,HSF1_HUMAN___THOC2_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___THOC2_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2823,0.0000,0.0000,0.0,0.0,0.2200,29.9,70.3,60.2,0.550,0,0,0,0,,,,,,,529,1593,,,,,HSF1_HUMAN___THOC2_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ELAV1_HUMAN,1,4,A,B,0.1748,1078.0,188.4,0.1245,0.7072,0.1307,0.2337,18445.0,63.0,0.4000,36.5,69.4,49.0,0.360,109,166,21,14,79.5,84.2,82.3,63.3,69.4,65.7,529,326,[13-121],"[18-169,175,178-190]","[50,53-54,65-67,79-84,87-92,97,118,120]","[28-30,35,56-57,84-89,141-142]",HSF1_HUMAN___ELAV1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ELAV1_HUMAN,2,1,A,B,0.1237,487.7,60.3,0.0341,0.5736,0.0904,0.1692,8496.0,28.0,0.3800,36.8,70.0,49.5,0.350,96,158,7,8,84.0,84.4,84.2,63.6,67.7,65.8,529,326,"[15-85,95-106,108-120]","[20-168,180-188]","[79-84,118]","[28-30,57,59,87-89]",HSF1_HUMAN___ELAV1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___ELAV1_HUMAN,3,2,A,B,0.0722,190.7,13.8,0.0158,0.4567,0.0625,0.0835,3307.0,11.0,0.3600,39.1,73.5,52.2,0.340,80,149,4,7,85.0,88.4,87.2,66.3,74.6,71.6,529,326,"[16,18-27,34-38,42-83,85,88-90,92,95,97-106,111-112,114-115,117-118]","[21-43,46-54,57-69,71,73-97,99,102-115,117-144,146-169,179-188,190]","[79-80,82,88]","[28-30,85,87-89]",HSF1_HUMAN___ELAV1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ELAV1_HUMAN,4,5,A,B,0.0386,37.8,1.5,0.0115,0.5217,0.0396,0.0376,204.0,7.0,0.3100,38.1,72.1,51.1,0.340,22,49,3,6,83.5,87.9,86.5,66.7,77.8,74.1,529,326,"[54,67-83,99-100,102,141]","[23-41,51-54,60,62-64,66-67,76-80,84-93,110,120,122,137,151]","[79,82,141]","[28-30,39,87-88]",HSF1_HUMAN___ELAV1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ELAV1_HUMAN,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1747,0.0000,0.0000,0.0,0.0,0.1700,35.9,68.2,48.2,0.290,0,0,0,0,,,,,,,529,326,,,,,HSF1_HUMAN___ELAV1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___FUBP2_HUMAN,1,5,A,B,0.0000,0.0,0.0,0.0000,0.4053,0.0000,0.0000,0.0,0.0,0.2100,37.0,44.1,41.1,0.250,0,0,0,0,,,,,,,529,711,,,,,HSF1_HUMAN___FUBP2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___FUBP2_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2178,0.0000,0.0000,0.0,0.0,0.1700,34.5,41.3,38.4,0.230,0,0,0,0,,,,,,,529,711,,,,,HSF1_HUMAN___FUBP2_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___FUBP2_HUMAN,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2206,0.0000,0.0000,0.0,0.0,0.1600,35.5,41.0,38.7,0.230,0,0,0,0,,,,,,,529,711,,,,,HSF1_HUMAN___FUBP2_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___FUBP2_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1757,0.0000,0.0000,0.0,0.0,0.1600,37.3,44.4,41.4,0.230,0,0,0,0,,,,,,,529,711,,,,,HSF1_HUMAN___FUBP2_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___FUBP2_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1841,0.0000,0.0000,0.0,0.0,0.1500,35.3,41.6,38.9,0.220,0,0,0,0,,,,,,,529,711,,,,,HSF1_HUMAN___FUBP2_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___IF4A3_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2176,0.0000,0.0000,0.0,0.0,0.2500,33.1,86.7,56.5,0.480,0,0,0,0,,,,,,,529,411,,,,,HSF1_HUMAN___IF4A3_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___IF4A3_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2925,0.0000,0.0000,0.0,0.0,0.2200,31.9,86.1,55.6,0.470,0,0,0,0,,,,,,,529,411,,,,,HSF1_HUMAN___IF4A3_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___IF4A3_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2082,0.0000,0.0000,0.0,0.0,0.2000,34.2,81.3,54.8,0.340,0,0,0,0,,,,,,,529,411,,,,,HSF1_HUMAN___IF4A3_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___IF4A3_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1412,0.0000,0.0000,0.0,0.0,0.1700,33.7,85.6,56.4,0.440,0,0,0,0,,,,,,,529,411,,,,,HSF1_HUMAN___IF4A3_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___IF4A3_HUMAN,5,1,A,B,0.0000,0.0,0.0,0.0000,0.1874,0.0000,0.0000,0.0,0.0,0.1800,34.6,80.0,54.5,0.340,0,0,0,0,,,,,,,529,411,,,,,HSF1_HUMAN___IF4A3_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___PTBP1_HUMAN,1,3,A,B,0.3570,404.6,144.4,0.2368,0.9223,0.2325,0.5481,2923.0,56.0,0.2900,36.4,68.5,52.9,0.290,71,106,8,14,81.9,87.6,85.3,62.1,83.6,75.8,529,557,"[18-26,31-38,42-55,66-105]",[179-284],"[82,84-90]","[192-193,199,202-203,241,244-250,253]",HSF1_HUMAN___PTBP1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___PTBP1_HUMAN,2,2,A,B,0.3338,492.3,164.3,0.2360,0.9290,0.2036,0.5472,4039.0,60.0,0.2700,37.6,69.8,54.1,0.280,94,104,10,14,86.2,90.1,88.2,65.7,86.7,78.0,529,557,"[17-28,30-61,65-106,108-115]",[179-282],"[82,84-91,93]","[192-193,199,202-203,241,244-250,253]",HSF1_HUMAN___PTBP1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___PTBP1_HUMAN,3,5,A,B,0.3654,366.2,133.8,0.2372,0.9294,0.2524,0.5291,2483.0,54.0,0.2600,36.8,69.2,53.4,0.280,58,104,8,13,82.6,89.8,87.2,63.5,86.2,77.6,529,557,"[21,33-35,37-38,43-54,66-102,104-106]",[180-283],"[82,84-90]","[192-193,199,202-203,241,244-248,250,253]",HSF1_HUMAN___PTBP1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___PTBP1_HUMAN,4,4,A,B,0.2830,255.8,72.4,0.0827,0.8710,0.2097,0.3820,1309.0,50.0,0.2600,35.8,68.0,52.3,0.280,17,100,8,14,61.7,88.2,84.3,57.9,82.8,73.7,529,557,[81-97],[181-280],"[82,84-90]","[192-193,199,202-203,241,244-250,253]",HSF1_HUMAN___PTBP1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___PTBP1_HUMAN,5,1,A,B,0.0000,0.0,0.0,0.0000,0.1947,0.0000,0.0000,0.0,0.0,0.1500,34.7,65.7,50.6,0.290,0,0,0,0,,,,,,,529,557,,,,,HSF1_HUMAN___PTBP1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___RAN_HUMAN,1,3,A,B,0.0247,10.7,0.3,0.0000,0.3942,0.0284,0.0215,23.0,5.0,0.3400,37.4,82.7,50.5,0.390,12,11,4,2,76.1,83.2,79.5,77.3,52.1,68.9,529,216,"[66-67,69-71,73-75,78-79,97,99]","[24-25,54,56,58-59,105,165,167,180-181]","[71,78-79,99]",[180-181],HSF1_HUMAN___RAN_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___RAN_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.1715,0.0000,0.0000,0.0,0.0,0.2400,37.9,81.3,50.5,0.350,0,0,0,0,,,,,,,529,216,,,,,HSF1_HUMAN___RAN_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___RAN_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2166,0.0000,0.0000,0.0,0.0,0.2300,34.2,78.6,47.1,0.340,0,0,0,0,,,,,,,529,216,,,,,HSF1_HUMAN___RAN_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___RAN_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1816,0.0000,0.0000,0.0,0.0,0.2000,38.0,81.1,50.5,0.340,0,0,0,0,,,,,,,529,216,,,,,HSF1_HUMAN___RAN_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___RAN_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1419,0.0000,0.0000,0.0,0.0,0.1900,37.8,82.1,50.6,0.340,0,0,0,0,,,,,,,529,216,,,,,HSF1_HUMAN___RAN_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___RBM12_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.4184,0.0000,0.0000,0.0,0.0,0.1900,32.4,46.7,41.5,0.240,0,0,0,0,,,,,,,529,932,,,,,HSF1_HUMAN___RBM12_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___RBM12_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2833,0.0000,0.0000,0.0,0.0,0.1800,32.0,45.8,40.8,0.220,0,0,0,0,,,,,,,529,932,,,,,HSF1_HUMAN___RBM12_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___RBM12_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2709,0.0000,0.0000,0.0,0.0,0.1800,30.9,44.9,39.8,0.230,0,0,0,0,,,,,,,529,932,,,,,HSF1_HUMAN___RBM12_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___RBM12_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2268,0.0000,0.0000,0.0,0.0,0.1700,35.6,49.8,44.7,0.220,0,0,0,0,,,,,,,529,932,,,,,HSF1_HUMAN___RBM12_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___RBM12_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2006,0.0000,0.0000,0.0,0.0,0.1700,34.1,49.0,43.6,0.220,0,0,0,0,,,,,,,529,932,,,,,HSF1_HUMAN___RBM12_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___U520_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.3853,0.0000,0.0000,0.0,0.0,0.2800,28.8,81.9,71.4,0.660,0,0,0,0,,,,,,,529,2136,,,,,HSF1_HUMAN___U520_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___U520_HUMAN,2,5,A,B,0.0000,0.0,0.0,0.0000,0.4219,0.0000,0.0000,0.0,0.0,0.2700,27.0,82.6,71.6,0.680,0,0,0,0,,,,,,,529,2136,,,,,HSF1_HUMAN___U520_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___U520_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3537,0.0000,0.0000,0.0,0.0,0.2600,27.4,81.9,71.1,0.680,0,0,0,0,,,,,,,529,2136,,,,,HSF1_HUMAN___U520_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___U520_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3474,0.0000,0.0000,0.0,0.0,0.2600,27.5,82.2,71.3,0.660,0,0,0,0,,,,,,,529,2136,,,,,HSF1_HUMAN___U520_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___U520_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2600,0.0000,0.0000,0.0,0.0,0.2300,27.2,82.2,71.3,0.660,0,0,0,0,,,,,,,529,2136,,,,,HSF1_HUMAN___U520_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___CNN3_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1346,0.0000,0.0000,0.0,0.0,0.1300,37.8,47.4,41.5,0.250,0,0,0,0,,,,,,,529,329,,,,,HSF1_HUMAN___CNN3_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___CNN3_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.1626,0.0000,0.0000,0.0,0.0,0.1300,38.0,45.9,41.0,0.250,0,0,0,0,,,,,,,529,329,,,,,HSF1_HUMAN___CNN3_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___CNN3_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.1112,0.0000,0.0000,0.0,0.0,0.1300,39.7,48.4,43.0,0.260,0,0,0,0,,,,,,,529,329,,,,,HSF1_HUMAN___CNN3_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___CNN3_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1138,0.0000,0.0000,0.0,0.0,0.1200,40.3,50.0,44.0,0.250,0,0,0,0,,,,,,,529,329,,,,,HSF1_HUMAN___CNN3_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___CNN3_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1212,0.0000,0.0000,0.0,0.0,0.1100,37.9,47.2,41.5,0.250,0,0,0,0,,,,,,,529,329,,,,,HSF1_HUMAN___CNN3_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___G6PI_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1488,0.0000,0.0000,0.0,0.0,0.1500,34.5,96.4,66.3,0.560,0,0,0,0,,,,,,,529,558,,,,,HSF1_HUMAN___G6PI_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___G6PI_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2097,0.0000,0.0000,0.0,0.0,0.1500,32.2,96.2,65.1,0.560,0,0,0,0,,,,,,,529,558,,,,,HSF1_HUMAN___G6PI_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___G6PI_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.1324,0.0000,0.0000,0.0,0.0,0.1500,31.6,96.3,64.8,0.550,0,0,0,0,,,,,,,529,558,,,,,HSF1_HUMAN___G6PI_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___G6PI_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1171,0.0000,0.0000,0.0,0.0,0.1300,33.2,96.2,65.5,0.560,0,0,0,0,,,,,,,529,558,,,,,HSF1_HUMAN___G6PI_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___G6PI_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1156,0.0000,0.0000,0.0,0.0,0.1300,33.4,96.7,65.9,0.550,0,0,0,0,,,,,,,529,558,,,,,HSF1_HUMAN___G6PI_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___H4_HUMAN,1,4,A,B,0.0954,22.2,2.1,0.0115,0.4678,0.0616,0.1476,99.0,5.0,0.2700,41.7,34.8,40.6,0.240,30,12,3,2,53.7,45.3,51.3,52.7,43.5,49.0,529,103,"[177,179-194,387-398,400]","[55,58-68]","[182,185-186]","[55,59]",HSF1_HUMAN___H4_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___H4_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2879,0.0000,0.0000,0.0,0.0,0.2300,39.4,37.9,39.2,0.240,0,0,0,0,,,,,,,529,103,,,,,HSF1_HUMAN___H4_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___H4_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2253,0.0000,0.0000,0.0,0.0,0.2100,40.9,40.9,40.9,0.240,0,0,0,0,,,,,,,529,103,,,,,HSF1_HUMAN___H4_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___H4_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1675,0.0000,0.0000,0.0,0.0,0.1900,39.2,45.8,40.3,0.250,0,0,0,0,,,,,,,529,103,,,,,HSF1_HUMAN___H4_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___H4_HUMAN,5,1,A,B,0.0000,0.0,0.0,0.0000,0.1009,0.0000,0.0000,0.0,0.0,0.1700,42.6,54.4,44.5,0.250,0,0,0,0,,,,,,,529,103,,,,,HSF1_HUMAN___H4_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___HNRPF_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1480,0.0000,0.0000,0.0,0.0,0.1700,36.8,55.7,45.1,0.240,0,0,0,0,,,,,,,529,415,,,,,HSF1_HUMAN___HNRPF_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___HNRPF_HUMAN,2,5,A,B,0.0000,0.0,0.0,0.0000,0.1462,0.0000,0.0000,0.0,0.0,0.1600,38.1,59.2,47.4,0.240,0,0,0,0,,,,,,,529,415,,,,,HSF1_HUMAN___HNRPF_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___HNRPF_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.1524,0.0000,0.0000,0.0,0.0,0.1500,35.1,57.7,45.0,0.230,0,0,0,0,,,,,,,529,415,,,,,HSF1_HUMAN___HNRPF_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___HNRPF_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1532,0.0000,0.0000,0.0,0.0,0.1400,36.5,58.5,46.2,0.230,0,0,0,0,,,,,,,529,415,,,,,HSF1_HUMAN___HNRPF_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___HNRPF_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1465,0.0000,0.0000,0.0,0.0,0.1400,38.1,60.7,48.0,0.230,0,0,0,0,,,,,,,529,415,,,,,HSF1_HUMAN___HNRPF_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___HS90B_HUMAN,1,4,A,B,0.0595,188.4,11.2,0.0129,0.5377,0.0513,0.0691,910.0,39.0,0.3600,33.0,77.3,58.6,0.520,33,213,13,14,50.2,87.2,82.2,48.8,58.8,54.0,529,724,"[167-196,396,400,403]","[20-21,23-32,39-41,43-45,47-55,57-58,73-76,84-87,89,91,94,133,135-137,139-147,149,155-158,166-168,179-184,186,192,198-199,201-204,207-208,288-289,291,293-294,296-309,315-322,327-337,354-360,370-378,380-392,394-420,426-441,447-452,455-458,466-469,471-473,483-485,510-513,533,536]","[168,172,175-176,179,182,186,189-190,192-194,196]","[21,23-25,27-28,327,387,390-391,394,398,400,403]",HSF1_HUMAN___HS90B_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___HS90B_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.4438,0.0361,0.0000,89.0,0.0,0.3200,33.0,80.9,60.7,0.510,9,54,0,0,58.4,92.1,87.3,,,,529,724,[169-177],"[289,291,296,300-306,316-318,321,328-330,333-335,337,354-357,361,364,372-374,376,378,380-381,386,391,405-407,409,412-413,415-416,419-420,427,429,436,438,448,451-452,456]",,,HSF1_HUMAN___HS90B_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___HS90B_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2087,0.0000,0.0000,0.0,0.0,0.1800,31.1,79.9,59.3,0.500,0,0,0,0,,,,,,,529,724,,,,,HSF1_HUMAN___HS90B_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___HS90B_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2160,0.0000,0.0000,0.0,0.0,0.1800,31.3,78.9,58.8,0.500,0,0,0,0,,,,,,,529,724,,,,,HSF1_HUMAN___HS90B_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___HS90B_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2062,0.0000,0.0000,0.0,0.0,0.1800,31.4,79.7,59.3,0.460,0,0,0,0,,,,,,,529,724,,,,,HSF1_HUMAN___HS90B_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___SAFB2_HUMAN,1,2,A,B,0.5552,1334.1,740.6,0.4210,0.9896,0.4561,0.6757,9943.0,179.0,0.3100,43.2,33.9,37.2,0.270,82,121,41,43,73.8,81.2,78.2,75.3,85.1,80.3,529,953,"[126-201,264-269]","[414-421,433-441,443,453-454,628-728]","[126,129-130,133-134,136-137,140-141,143-144,147-148,150-151,154-155,157-158,161-162,164-165,168-169,171-172,175-176,178-179,182-183,186,189,193,265-269]","[419-421,435-438,440,652,655-656,659-660,662-663,666-667,669-670,673-674,676-677,680-681,683-684,687-688,690-691,694-695,697-698,701-702,704-705,708-709,712,719]",HSF1_HUMAN___SAFB2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb
